Date,Location,Temperature,Humidity,Wind_Speed,Rainfall,Pressure
2024-04-19,Sambalpur,40.6,36.0,10.8,0.0,985.8
2024-04-20,Sambalpur,41.0,33.0,14.4,0.0,985.3
2024-04-21,Sambalpur,40.8,37.0,17.3,0.0,986.6
2024-04-22,Sambalpur,35.7,50.0,28.5,0.7,989.7
2024-04-23,Sambalpur,37.3,51.0,16.3,0.0,988.6
2024-04-24,Sambalpur,39.6,43.0,12.9,0.0,987.5
2024-04-25,Sambalpur,39.9,40.0,11.6,0.0,987.5
2024-04-26,Sambalpur,40.6,39.0,10.4,0.0,986.7
2024-04-27,Sambalpur,41.2,38.0,12.5,0.0,987.3
2024-04-28,Sambalpur,40.3,41.0,17.1,0.0,988.4
2024-04-29,Sambalpur,40.8,41.0,14.4,0.0,988.8
2024-04-30,Sambalpur,41.9,42.0,17.9,0.0,985.3
2024-05-01,Sambalpur,42.1,32.0,20.9,0.0,983.0
2024-05-02,Sambalpur,41.1,32.0,12.3,0.0,983.8
2024-05-03,Sambalpur,40.6,26.0,16.1,0.0,986.7
2024-05-04,Sambalpur,40.6,31.0,12.0,0.0,986.6
2024-05-05,Sambalpur,42.5,25.0,14.0,0.0,984.0
2024-05-06,Sambalpur,39.7,37.0,20.0,0.0,985.1
2024-05-07,Sambalpur,38.2,47.0,17.6,0.0,988.7
2024-05-08,Sambalpur,37.6,54.0,16.4,0.0,989.4
2024-05-09,Sambalpur,38.5,54.0,21.9,0.4,988.2
2024-05-10,Sambalpur,39.6,53.0,17.8,0.0,988.5
2024-05-11,Sambalpur,40.4,48.0,19.6,0.2,988.8
2024-05-12,Sambalpur,39.1,50.0,14.8,0.0,989.4
2024-05-13,Sambalpur,37.3,57.0,16.9,0.0,990.0
2024-05-14,Sambalpur,39.6,51.0,18.4,0.0,989.7
2024-05-15,Sambalpur,38.6,55.0,9.7,0.0,990.8
2024-05-16,Sambalpur,38.3,49.0,14.0,0.0,990.5
2024-05-17,Sambalpur,35.9,59.0,16.5,0.3,989.4
2024-05-18,Sambalpur,33.1,70.0,16.3,1.7,988.2
2024-05-19,Sambalpur,37.0,62.0,12.9,0.1,985.7
2024-05-20,Sambalpur,40.0,51.0,20.1,0.0,984.9
2024-05-21,Sambalpur,40.0,54.0,21.3,0.0,985.0
2024-05-22,Sambalpur,40.5,55.0,20.0,0.0,984.8
2024-05-23,Sambalpur,40.1,51.0,17.5,0.1,983.4
2024-05-24,Sambalpur,39.6,53.0,18.9,0.0,982.4
2024-05-25,Sambalpur,40.3,51.0,13.7,0.0,980.8
2024-05-26,Sambalpur,39.5,54.0,12.6,1.9,978.5
2024-05-27,Sambalpur,41.3,50.0,12.8,0.0,977.5
2024-05-28,Sambalpur,45.1,38.0,16.6,0.0,977.5
2024-05-29,Sambalpur,45.2,35.0,26.1,0.0,979.1
2024-05-30,Sambalpur,45.0,36.0,18.1,0.0,981.0
2024-05-31,Sambalpur,44.0,48.0,18.6,0.0,982.8
2024-06-01,Sambalpur,44.1,50.0,18.6,0.0,984.1
2024-06-02,Sambalpur,40.7,61.0,15.3,0.9,985.8
2024-06-03,Sambalpur,39.5,57.0,14.7,0.0,985.8
2024-06-04,Sambalpur,37.4,57.0,14.9,0.4,985.9
2024-06-05,Sambalpur,39.2,55.0,11.1,0.0,986.3
2024-06-06,Sambalpur,40.6,63.0,21.8,9.1,986.6
2024-06-07,Sambalpur,40.1,56.0,16.2,0.1,985.4
2024-06-08,Sambalpur,39.7,56.0,14.1,1.7,984.4
2024-06-09,Sambalpur,39.5,57.0,13.0,0.0,983.7
2024-06-10,Sambalpur,40.3,51.0,13.7,0.4,983.5
2024-06-11,Sambalpur,40.8,52.0,11.8,0.2,982.8
2024-06-12,Sambalpur,40.8,48.0,13.5,0.0,983.4
2024-06-13,Sambalpur,40.9,50.0,19.7,1.4,983.0
2024-06-14,Sambalpur,40.0,48.0,17.7,0.0,982.9
2024-06-15,Sambalpur,40.3,55.0,25.8,2.2,982.6
2024-06-16,Sambalpur,36.7,66.0,12.0,0.0,984.6
2024-06-17,Sambalpur,36.7,64.0,21.5,0.9,984.5
2024-06-18,Sambalpur,38.3,60.0,16.3,0.7,983.0
2024-06-19,Sambalpur,37.0,65.0,12.2,7.7,982.0
2024-06-20,Sambalpur,34.3,74.0,15.6,11.0,983.0
2024-06-21,Sambalpur,31.7,84.0,11.5,19.6,983.4
2024-06-22,Sambalpur,33.3,81.0,9.1,10.5,982.0
2024-06-23,Sambalpur,33.4,78.0,12.7,1.3,982.2
2024-06-24,Sambalpur,34.6,74.0,11.5,22.4,982.1
2024-06-25,Sambalpur,34.1,74.0,10.2,4.8,981.6
2024-06-26,Sambalpur,33.6,78.0,11.6,5.2,981.8
2024-06-27,Sambalpur,34.5,79.0,13.1,2.9,982.7
2024-06-28,Sambalpur,33.6,81.0,11.5,11.9,982.1
2024-06-29,Sambalpur,31.7,87.0,19.3,37.0,982.7
2024-06-30,Sambalpur,29.2,91.0,16.8,26.9,983.8
2024-04-01,Ranchi,35.2,30.0,20.3,0.0,937.6
2024-04-02,Ranchi,34.8,31.0,18.1,0.0,937.1
2024-04-03,Ranchi,35.3,27.0,14.3,0.0,938.9
2024-04-04,Ranchi,36.9,30.0,18.7,0.0,938.0
2024-04-05,Ranchi,36.3,26.0,16.3,0.0,937.5
2024-04-06,Ranchi,36.1,26.0,14.5,0.0,937.8
2024-04-07,Ranchi,34.1,36.0,29.8,0.4,938.8
2024-04-08,Ranchi,29.7,51.0,20.9,0.4,941.1
2024-04-09,Ranchi,33.7,40.0,14.6,0.0,941.2
2024-04-10,Ranchi,33.5,33.0,14.3,0.0,941.1
2024-04-11,Ranchi,29.5,44.0,14.3,0.2,942.0
2024-04-12,Ranchi,32.7,44.0,14.3,0.0,941.2
2024-04-13,Ranchi,33.5,40.0,13.2,0.0,940.9
2024-04-14,Ranchi,34.9,37.0,11.1,0.0,941.1
2024-04-15,Ranchi,36.2,37.0,13.2,0.0,940.7
2024-04-16,Ranchi,35.9,34.0,19.0,0.0,939.1
2024-04-17,Ranchi,36.0,30.0,22.5,0.0,937.5
2024-04-18,Ranchi,36.0,25.0,24.2,0.0,937.2
2024-04-19,Ranchi,38.0,22.0,28.5,0.0,935.2
2024-04-20,Ranchi,39.0,21.0,23.5,0.0,934.8
2024-04-21,Ranchi,38.5,21.0,24.5,0.0,935.9
2024-04-22,Ranchi,32.8,35.0,28.3,1.4,937.7
2024-04-23,Ranchi,35.3,35.0,25.2,0.1,936.9
2024-04-24,Ranchi,36.5,26.0,20.6,0.0,936.4
2024-04-25,Ranchi,37.4,22.0,21.0,0.0,936.8
2024-04-26,Ranchi,38.4,20.0,21.9,0.0,936.5
2024-04-27,Ranchi,38.1,23.0,20.0,0.0,937.2
2024-04-28,Ranchi,38.2,29.0,19.3,0.0,937.5
2024-04-29,Ranchi,38.3,29.0,23.0,0.0,937.9
2024-04-30,Ranchi,39.4,24.0,27.3,0.0,934.4
2024-05-01,Ranchi,37.5,21.0,27.9,0.0,933.0
2024-05-02,Ranchi,36.3,16.0,19.1,0.0,933.9
2024-05-03,Ranchi,36.4,17.0,14.5,0.0,936.4
2024-05-04,Ranchi,38.0,16.0,15.1,0.0,936.3
2024-05-05,Ranchi,38.9,16.0,16.0,0.0,933.8
2024-05-06,Ranchi,40.3,32.0,17.1,1.1,934.7
2024-05-07,Ranchi,34.6,66.0,21.1,2.8,938.3
2024-05-08,Ranchi,32.7,69.0,14.8,11.4,938.7
2024-05-09,Ranchi,29.5,69.0,14.4,12.0,937.6
2024-05-10,Ranchi,33.0,59.0,17.7,3.6,937.9
2024-05-11,Ranchi,34.9,72.0,16.3,18.3,938.6
2024-05-12,Ranchi,32.9,68.0,16.8,0.6,939.1
2024-05-13,Ranchi,34.2,60.0,13.3,0.0,939.1
2024-05-14,Ranchi,35.5,49.0,13.0,0.0,939.0
2024-05-15,Ranchi,34.8,57.0,16.3,6.7,940.0
2024-05-16,Ranchi,36.7,52.0,17.6,1.1,939.6
2024-05-17,Ranchi,35.5,47.0,17.6,0.1,938.1
2024-05-18,Ranchi,35.7,49.0,16.8,0.0,936.5
2024-05-19,Ranchi,35.5,54.0,18.8,0.7,934.5
2024-05-20,Ranchi,38.0,55.0,18.1,0.0,934.5
2024-05-21,Ranchi,37.2,58.0,23.0,0.0,934.7
2024-05-22,Ranchi,35.5,65.0,20.8,0.9,934.7
2024-05-23,Ranchi,33.0,71.0,14.6,0.7,933.9
2024-05-24,Ranchi,33.1,64.0,16.1,0.0,933.1
2024-05-25,Ranchi,35.7,59.0,11.5,0.3,931.6
2024-05-26,Ranchi,34.2,64.0,20.7,0.7,929.6
2024-05-27,Ranchi,34.2,61.0,22.4,2.0,928.0
2024-05-28,Ranchi,40.3,50.0,18.8,0.0,928.0
2024-05-29,Ranchi,42.6,36.0,21.0,0.0,929.4
2024-05-30,Ranchi,41.7,32.0,20.4,0.0,931.3
2024-05-31,Ranchi,37.2,57.0,20.4,6.9,933.4
2024-06-01,Ranchi,37.5,61.0,15.8,0.0,934.4
2024-06-02,Ranchi,38.5,59.0,19.1,0.9,935.2
2024-06-03,Ranchi,37.1,50.0,16.7,0.0,934.9
2024-06-04,Ranchi,37.9,45.0,15.8,0.0,935.0
2024-06-05,Ranchi,38.2,41.0,16.3,0.0,935.2
2024-06-06,Ranchi,37.4,46.0,19.9,0.1,935.8
2024-06-07,Ranchi,38.1,45.0,20.6,0.0,934.5
2024-06-08,Ranchi,38.1,44.0,19.2,0.0,933.3
2024-06-09,Ranchi,38.8,41.0,16.6,0.0,932.9
2024-06-10,Ranchi,38.5,43.0,15.9,0.3,933.2
2024-06-11,Ranchi,39.7,35.0,14.6,0.0,932.7
2024-06-12,Ranchi,40.0,43.0,15.7,0.0,932.7
2024-06-13,Ranchi,39.9,40.0,19.0,0.0,931.8
2024-06-14,Ranchi,40.0,41.0,24.9,0.1,931.5
2024-06-15,Ranchi,39.6,43.0,21.7,0.7,931.6
2024-06-16,Ranchi,39.3,51.0,20.9,1.2,932.9
2024-06-17,Ranchi,36.7,54.0,19.4,0.0,933.2
2024-06-18,Ranchi,38.4,52.0,22.8,0.6,931.6
2024-06-19,Ranchi,37.4,59.0,18.2,3.5,930.5
2024-06-20,Ranchi,33.4,72.0,24.1,5.9,931.4
2024-06-21,Ranchi,33.1,78.0,15.9,3.1,931.9
2024-06-22,Ranchi,32.6,77.0,14.7,0.3,931.4
2024-06-23,Ranchi,31.4,76.0,12.0,2.2,931.9
2024-06-24,Ranchi,33.4,72.0,15.3,1.5,931.4
2024-06-25,Ranchi,32.8,77.0,15.9,14.6,931.0
2024-06-26,Ranchi,32.9,72.0,16.1,0.4,931.5
2024-06-27,Ranchi,31.0,81.0,18.3,3.4,932.7
2024-06-28,Ranchi,31.3,80.0,12.0,3.0,931.2
2024-06-29,Ranchi,31.1,85.0,11.4,11.5,931.0
2024-06-30,Ranchi,29.2,89.0,15.0,21.4,931.2
2024-04-01,Cuttack,38.3,64.0,17.3,0.5,1003.7
2024-04-02,Cuttack,38.6,69.0,16.1,0.0,1002.3
2024-04-03,Cuttack,37.9,72.0,14.4,0.2,1003.9
2024-04-04,Cuttack,37.9,75.0,16.7,0.0,1003.7
2024-04-05,Cuttack,41.8,65.0,12.6,0.0,1002.1
2024-04-06,Cuttack,39.9,70.0,13.6,0.1,1002.0
2024-04-07,Cuttack,38.1,78.0,15.1,15.7,1003.6
2024-04-08,Cuttack,33.4,66.0,22.6,0.0,1008.1
2024-04-09,Cuttack,36.2,58.0,22.2,0.0,1007.6
2024-04-10,Cuttack,35.7,65.0,9.0,0.0,1007.0
2024-04-11,Cuttack,29.8,77.0,25.3,0.7,1009.0
2024-04-12,Cuttack,33.8,71.0,13.7,0.0,1008.0
2024-04-13,Cuttack,36.2,60.0,10.0,0.0,1007.1
2024-04-14,Cuttack,36.8,62.0,9.3,0.0,1007.0
2024-04-15,Cuttack,38.3,62.0,15.5,0.0,1006.2
2024-04-16,Cuttack,39.1,61.0,13.8,0.0,1004.0
2024-04-17,Cuttack,40.5,58.0,14.1,0.0,1002.2
2024-04-18,Cuttack,41.2,57.0,18.9,0.0,1001.7
2024-04-19,Cuttack,40.9,62.0,22.7,0.0,1000.2
2024-04-20,Cuttack,40.0,68.0,16.9,0.0,999.7
2024-04-21,Cuttack,40.5,65.0,17.2,0.2,1000.6
2024-04-22,Cuttack,40.4,50.0,22.1,0.0,1002.4
2024-04-23,Cuttack,39.4,46.0,16.2,0.0,1002.4
2024-04-24,Cuttack,39.7,56.0,19.0,0.0,1002.0
2024-04-25,Cuttack,41.5,57.0,13.6,0.0,1001.7
2024-04-26,Cuttack,40.5,67.0,17.2,0.4,1001.5
2024-04-27,Cuttack,40.4,66.0,14.9,0.8,1001.5
2024-04-28,Cuttack,40.8,62.0,13.3,0.3,1002.1
2024-04-29,Cuttack,41.4,59.0,16.5,0.0,1002.8
2024-04-30,Cuttack,41.3,55.0,22.1,0.0,999.5
2024-05-01,Cuttack,40.6,61.0,18.4,0.5,997.9
2024-05-02,Cuttack,39.7,69.0,22.0,0.2,998.3
2024-05-03,Cuttack,39.6,69.0,20.4,0.0,1001.0
2024-05-04,Cuttack,38.6,72.0,19.8,0.0,1001.4
2024-05-05,Cuttack,38.8,72.0,24.7,0.0,999.4
2024-05-06,Cuttack,38.4,74.0,25.1,0.2,1000.4
2024-05-07,Cuttack,35.1,74.0,26.0,0.4,1004.3
2024-05-08,Cuttack,34.9,77.0,21.6,20.0,1004.7
2024-05-09,Cuttack,35.8,74.0,17.9,12.8,1003.8
2024-05-10,Cuttack,35.4,76.0,15.3,3.5,1004.1
2024-05-11,Cuttack,36.4,75.0,21.9,19.2,1004.6
2024-05-12,Cuttack,35.7,79.0,17.1,9.7,1004.9
2024-05-13,Cuttack,37.5,75.0,14.1,0.9,1004.7
2024-05-14,Cuttack,35.8,76.0,13.8,0.3,1005.0
2024-05-15,Cuttack,37.0,68.0,17.1,0.0,1005.7
2024-05-16,Cuttack,35.7,69.0,15.9,0.4,1005.6
2024-05-17,Cuttack,38.2,68.0,14.0,0.3,1003.7
2024-05-18,Cuttack,37.1,71.0,12.8,0.0,1002.1
2024-05-19,Cuttack,35.3,71.0,13.0,0.2,1000.6
2024-05-20,Cuttack,36.4,70.0,17.0,0.9,1000.1
2024-05-21,Cuttack,36.6,72.0,17.3,1.0,1000.4
2024-05-22,Cuttack,36.7,72.0,18.4,0.1,1000.3
2024-05-23,Cuttack,36.5,71.0,14.2,1.3,998.8
2024-05-24,Cuttack,35.2,73.0,18.9,2.7,997.1
2024-05-25,Cuttack,35.2,73.0,19.1,4.7,994.7
2024-05-26,Cuttack,34.9,78.0,16.9,10.1,991.9
2024-05-27,Cuttack,36.6,75.0,16.2,0.4,991.9
2024-05-28,Cuttack,38.9,75.0,21.5,0.0,993.1
2024-05-29,Cuttack,37.9,75.0,22.9,0.0,994.7
2024-05-30,Cuttack,37.6,75.0,23.5,0.0,996.9
2024-05-31,Cuttack,37.6,76.0,20.9,0.1,998.7
2024-06-01,Cuttack,35.4,76.0,22.3,0.0,999.9
2024-06-02,Cuttack,37.0,77.0,22.4,20.8,1001.0
2024-06-03,Cuttack,35.3,75.0,17.3,0.0,1000.7
2024-06-04,Cuttack,38.2,79.0,12.4,10.2,1000.6
2024-06-05,Cuttack,36.8,72.0,13.8,0.0,1000.6
2024-06-06,Cuttack,38.6,70.0,12.1,9.1,1000.8
2024-06-07,Cuttack,37.8,71.0,17.4,0.5,1000.0
2024-06-08,Cuttack,37.4,70.0,19.1,0.0,998.9
2024-06-09,Cuttack,38.7,69.0,21.2,0.0,998.0
2024-06-10,Cuttack,38.1,67.0,19.7,0.0,998.2
2024-06-11,Cuttack,38.0,71.0,21.2,0.0,997.7
2024-06-12,Cuttack,39.0,73.0,19.7,4.1,998.0
2024-06-13,Cuttack,38.5,71.0,22.3,0.1,997.6
2024-06-14,Cuttack,38.4,66.0,19.6,0.1,997.0
2024-06-15,Cuttack,39.8,67.0,18.5,6.2,996.5
2024-06-16,Cuttack,37.5,71.0,21.3,0.2,998.4
2024-06-17,Cuttack,36.8,80.0,24.5,25.7,999.2
2024-06-18,Cuttack,34.9,80.0,17.0,7.6,997.8
2024-06-19,Cuttack,37.1,74.0,18.4,0.2,996.3
2024-06-20,Cuttack,35.2,76.0,13.0,1.3,996.9
2024-06-21,Cuttack,34.1,81.0,16.3,4.8,997.5
2024-06-22,Cuttack,33.0,81.0,14.2,3.8,996.7
2024-06-23,Cuttack,33.8,79.0,17.3,0.5,997.2
2024-06-24,Cuttack,34.6,75.0,16.6,0.2,997.0
2024-06-25,Cuttack,34.9,78.0,17.7,0.2,996.5
2024-06-26,Cuttack,33.5,83.0,13.8,8.4,996.6
2024-06-27,Cuttack,32.6,87.0,18.2,21.9,997.1
2024-06-28,Cuttack,33.7,85.0,9.8,2.5,996.3
2024-06-29,Cuttack,32.5,88.0,17.6,22.8,997.1
2024-06-30,Cuttack,31.5,88.0,14.2,18.1,998.1
2024-04-01,Bhubaneswar,37.9,61.0,19.3,0.2,1002.0
2024-04-02,Bhubaneswar,37.9,70.0,19.2,0.0,1000.7
2024-04-03,Bhubaneswar,37.0,74.0,16.9,0.0,1002.1
2024-04-04,Bhubaneswar,37.2,75.0,16.8,0.0,1002.0
2024-04-05,Bhubaneswar,41.2,66.0,19.5,0.0,1000.4
2024-04-06,Bhubaneswar,39.5,70.0,19.1,0.0,1000.3
2024-04-07,Bhubaneswar,38.1,74.0,15.9,16.7,1001.7
2024-04-08,Bhubaneswar,33.1,65.0,25.3,0.0,1006.2
2024-04-09,Bhubaneswar,36.0,55.0,25.0,0.0,1005.8
2024-04-10,Bhubaneswar,36.1,59.0,8.9,0.1,1005.2
2024-04-11,Bhubaneswar,28.9,72.0,25.8,0.1,1007.1
2024-04-12,Bhubaneswar,33.3,67.0,14.9,0.0,1006.2
2024-04-13,Bhubaneswar,36.3,57.0,11.6,0.0,1005.3
2024-04-14,Bhubaneswar,37.3,59.0,11.5,0.0,1005.2
2024-04-15,Bhubaneswar,38.8,58.0,16.7,0.0,1004.5
2024-04-16,Bhubaneswar,39.9,59.0,15.2,0.0,1002.2
2024-04-17,Bhubaneswar,40.9,55.0,15.8,0.0,1000.5
2024-04-18,Bhubaneswar,41.2,54.0,16.6,0.0,999.9
2024-04-19,Bhubaneswar,41.4,61.0,21.6,0.0,998.5
2024-04-20,Bhubaneswar,39.3,69.0,20.3,0.0,998.0
2024-04-21,Bhubaneswar,41.0,65.0,20.4,0.1,999.0
2024-04-22,Bhubaneswar,39.9,50.0,23.6,1.0,1000.8
2024-04-23,Bhubaneswar,39.5,43.0,17.8,0.0,1000.6
2024-04-24,Bhubaneswar,40.0,56.0,28.9,1.0,1000.3
2024-04-25,Bhubaneswar,41.3,58.0,17.7,0.0,1000.0
2024-04-26,Bhubaneswar,40.3,68.0,19.3,1.7,999.8
2024-04-27,Bhubaneswar,40.3,67.0,17.5,1.0,999.8
2024-04-28,Bhubaneswar,40.6,60.0,15.6,0.4,1000.4
2024-04-29,Bhubaneswar,40.8,64.0,17.6,0.0,1001.2
2024-04-30,Bhubaneswar,41.4,55.0,22.0,0.0,997.9
2024-05-01,Bhubaneswar,39.5,63.0,21.4,0.0,996.2
2024-05-02,Bhubaneswar,38.4,71.0,23.0,0.0,996.5
2024-05-03,Bhubaneswar,39.9,71.0,18.3,0.0,999.2
2024-05-04,Bhubaneswar,37.8,73.0,22.0,0.0,999.7
2024-05-05,Bhubaneswar,37.9,74.0,26.2,0.0,997.8
2024-05-06,Bhubaneswar,37.4,76.0,27.8,0.0,998.8
2024-05-07,Bhubaneswar,35.5,75.0,31.6,3.9,1002.5
2024-05-08,Bhubaneswar,35.6,74.0,16.6,4.9,1002.9
2024-05-09,Bhubaneswar,34.9,74.0,22.6,0.9,1002.0
2024-05-10,Bhubaneswar,35.4,73.0,23.5,0.3,1002.3
2024-05-11,Bhubaneswar,36.1,74.0,20.8,0.0,1002.7
2024-05-12,Bhubaneswar,35.6,78.0,21.2,13.7,1003.0
2024-05-13,Bhubaneswar,37.1,75.0,13.3,7.9,1002.9
